1,V,Bs,n,Pdyn,Dst_star,V^2,Bs^2,n^2,V*Bs,n*V,n*Bs,Pdyn*Bs,n*V*Bs,sin(θ_c/2),sin²(θ_c/2),sin⁴(θ_c/2),sin^(8/3)(θ_c/2),V*sin²(θ_c/2),Newell_d_Φ
0.0,0.0,-0.7628860011686834,0.0,-0.9121701545275005,-0.05234639050306336,0.0,0.0,0.0,0.0,0.0005509205397370491,0.05316411884444979,0.08266713281251223,-0.0002139329244040914,6.957424937446806,-38.811866473226054,-9.363014393029458,42.21582858172781,0.0,0.0
0.0,0.0,-0.7252045668891455,0.0,-0.9074739557408447,-0.05271982362126121,0.0,0.0,0.0,0.0,0.0005479354448719516,0.057417026715872684,0.08859049972787689,-0.00023210365587032802,7.228176746990853,-40.461249998986546,-9.919673545075687,44.04613584093153,0.0,0.0
0.0,0.0,-0.7279502900912437,0.0,-0.8829499312292326,-0.05163213477706166,0.0,0.0,0.0,0.0,0.0005340305845750213,0.05853854377338685,0.09072615988871065,-0.0002371237460075383,7.055740034148995,-38.834192577189434,-9.093322630935592,41.825426193055165,0.0,0.0
0.0,0.0,-0.7578951905745637,-0.11469454480489887,-1.1464129369205611,-0.051382091924317544,0.0,0.0,0.0,0.0,0.0010028524408695252,0.06572082542225773,0.09778113382682245,-0.000255094329207106,7.051996266624207,-38.94493710200266,-8.965342103741413,41.908183709476255,0.0,0.0
0.0,0.0,-0.7556735766884783,0.0,-0.9029041793000939,-0.05146455246318345,0.0,0.0,0.0,0.0,0.0005448336256181722,0.05932919547276889,0.09225632156079695,-0.00023661150577967616,6.825206815012371,-36.991438779364735,-8.25555313575583,39.47750997242436,0.0,0.0
1.6177024290211623,-0.005849264164525454,-0.7247192895412703,-0.1557515659169206,-1.1503029594738727,-0.053103162063618696,4.2469193929835475e-6,0.0,0.0,0.0,0.001084776457868476,0.07475595275125586,0.12778237666152184,-0.00030231231242944923,8.712435790968394,-44.87402891034356,-10.419321396674354,47.64925151996902,0.0,0.0
0.0,0.0,-0.7507746635296656,0.0,-0.9018433189143303,-0.05219619387947081,0.0,0.0,0.0,0.0,0.0005494053414468746,0.05055329174535308,0.07228544037617053,-0.00020197849040868706,7.026734474152705,-38.97366789736663,-9.196512035273539,42.13520116964989,0.0,0.0
0.0,0.0,-0.7175065868610047,0.0,-0.9018344055966695,-0.05198848301015095,0.0,0.0,0.0,0.0,0.0005557147464353433,0.05769379479126972,0.08467092215854158,-0.00023210235855522274,6.2397179250503,-34.69444632787766,-7.974254898141883,37.3234625535539,0.0,0.0
0.0,0.0,-0.7491417968129807,0.0,-0.9118956133485095,-0.05232321960394467,0.0,0.0,0.0,0.0,0.0005511041093583962,0.058867009566092865,0.09152763202483245,-0.000236532924733076,7.031966349677826,-39.054877346841636,-9.336862121424856,42.3472319029463,0.0,0.0
1.8010745335869782,-0.00645526296519517,-0.7136791429532964,-0.18122344847512956,-1.1735285690841513,-0.05411569024216302,4.67638735180809e-6,0.0,0.0,0.0,0.001158691607964306,0.05153704746540581,0.05639002138120928,-0.00019580435316690774,8.363965161812931,-44.1210936750031,-10.793362647444306,47.53163309569182,0.0,0.0
0.0,0.0,-0.7083080073956364,0.0,-0.907782539994227,-0.0515240575521187,0.0,0.0,0.0,0.0,0.0005622407599201388,0.06216906830582138,0.09515261891821584,-0.0002510067533395572,6.919533425876794,-38.82431976504233,-9.498134798793533,42.27131306218942,0.0,0.0
0.0,0.0,-0.7313653112115518,0.0,-0.9216143755243662,-0.05232791282366538,0.0,0.0,0.0,0.0,0.000559116829412159,0.04847178649160523,0.0734183320928584,-0.0001996192702489496,7.248487784747581,-39.81274160641287,-9.459477289764456,42.97405725220673,0.0,0.0
0.0,0.0,-0.7204599875283755,0.0,-0.9103785249068848,-0.052177381815042057,0.0,0.0,0.0,0.0,0.0005529365081335893,0.06087904459447897,0.09124178319608554,-0.00024359199412952282,7.335349599610522,-41.388516859009634,-10.474882229545237,45.42270790569161,0.0,0.0
