fold_year,variant,model_step_hours,regime,depth_bin,n_rows,n_experts,expert_set,w_served_v2_1,w_frozen_v2_1,w_t1r_analog,w_persistence,w_burton,w_burton_full,w_obrien,w_direct_gbm,w_climatology,w_static_v2_2,weight_sum,sindy_family_mass,objective_mse,support,kkt_stationarity,kkt_dual_min,floor_active
2026,L1e,7,pooled,pooled,112617,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.1751943155291589,0.040116450558476784,0.38468923391236426,0.0,0.0018339955235674975,0.0,0.023293200831950585,0.37487280364448194,0.0,0.0,1.0,0.6,117.977677031039,served_v2_1|frozen_v2_1|t1r_analog|burton|obrien|direct_gbm,8.449761998818311e-17,0.00012692402559977492,true
2026,L1e,7,quiet,pooled,94905,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.12450144899824316,0.026843931743422898,0.44865461925833394,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.6,95.13127932120709,served_v2_1|frozen_v2_1|t1r_analog|direct_gbm,2.438339432886277e-17,-2.584639798859454e-16,true
2026,L1e,7,quiet,shallow,94905,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.12450144899824316,0.026843931743422898,0.44865461925833394,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.6,95.13127932120709,served_v2_1|frozen_v2_1|t1r_analog|direct_gbm,2.438339432886277e-17,-2.584639798859454e-16,true
2026,L1e,7,active_deepening,pooled,11168,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.19546616154474367,0.21977645258022258,0.3190931258965153,0.0,0.0,0.0,0.03907481009433863,0.21001295652161983,0.016576493362559987,0.0,0.9999999999999999,0.7343357400214815,261.7523141773962,served_v2_1|frozen_v2_1|t1r_analog|obrien|direct_gbm|climatology,4.4709896051887423e-17,0.00015428756244890312,false
2026,L1e,7,active_deepening,shallow,5277,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.14427803383619575,0.0,0.4557219661638042,0.0048530269105187054,0.0,0.0,0.029443166442874157,0.3251064657350701,0.04059734091153707,0.0,1.0,0.6,197.041115903499,served_v2_1|t1r_analog|persistence|obrien|direct_gbm|climatology,0.0,0.0032619764977787173,true
2026,L1e,7,active_deepening,moderate,5266,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.1552869631976016,0.2362377220440914,0.3711063519800287,0.0,0.02868660523152972,0.0,0.0,0.20868235754674852,0.0,0.0,1.0,0.7626310372217218,235.40875381248696,served_v2_1|frozen_v2_1|t1r_analog|burton|direct_gbm,7.234521564896035e-17,0.0003597950367423219,false
2026,L1e,7,active_deepening,deep,625,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.2796689698535904,0.4898610098910873,0.06939335468008068,0.01421503639711116,0.0,0.0,0.05275498975148604,0.0,0.09410663942664439,0.0,1.0,0.8389233344247584,980.0363154207539,served_v2_1|frozen_v2_1|t1r_analog|persistence|obrien|climatology,3.334019505504459e-17,1.1483844963404249e-16,false
2026,L1e,7,recovery,pooled,6544,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.29811391701017587,0.2517337646117776,0.05015231837804644,0.0,0.0,0.0,0.15909904395106836,0.2409009560489317,0.0,0.0,1.0,0.6,197.41694301813254,served_v2_1|frozen_v2_1|t1r_analog|obrien|direct_gbm,2.0190180435122745e-17,3.902981334467859e-6,true
2026,L1e,7,recovery,moderate,5868,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.07424681633150328,0.0,0.0,0.0,0.01223690277736638,0.0,0.0,0.38776309722263363,0.0,0.5257531836684967,1.0,0.6,159.64954862532298,served_v2_1|burton|direct_gbm|static_v2_2,8.485488334501256e-17,5.405644078271258e-5,true
2026,L1e,7,recovery,deep,676,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.23703880068913608,0.4626996509178826,0.0,0.0,0.0,0.0,0.14963321280674627,0.06947698146444942,0.08115135412178555,0.0,0.9999999999999999,0.6997384516070186,492.6320782864653,served_v2_1|frozen_v2_1|obrien|direct_gbm|climatology,2.910480514312853e-17,0.0015440101738119023,false
